lead_id,created_date,source,community_interest,zone,property_type_interest,budget_range,nationality,lead_score,stage,response_time_hours,total_interactions,ai_assisted,assigned_agent,conversion_value_sar,last_activity_date,follow_up_scheduled,target,conversion_probability,lead_priority
LEAD-003728,2024-01-18,Website,Al Nargis,Central,Villa,500K-1M,Other,28,Negotiation,22.4,11,False,Agent F,0.0,2025-12-30,False,,0.2993786299010553,Cool
LEAD-003731,2024-06-10,Call Center,Al Fursan,West,Townhouse,10M+,Saudi,54,Site Visit,0.2,4,False,Agent C,0.0,2025-12-22,True,,0.9546278458840465,Hot
LEAD-003732,2025-09-19,Website,Al Rimal,East,Duplex,3M-5M,Pakistani,67,Site Visit,27.8,3,True,Agent A,0.0,2025-12-18,False,,0.9907291515958685,Hot
LEAD-003733,2024-12-05,Call Center,Warefa,North,Apartment,5M-10M,Egyptian,42,Site Visit,7.5,3,True,Agent C,0.0,2025-12-18,False,,0.9649496347926595,Hot
LEAD-003734,2024-07-16,Website,Marafy,South,Townhouse,2M-3M,UAE,74,Qualified,5.7,3,True,Agent D,0.0,2025-12-27,True,,0.988685112409721,Hot
LEAD-003735,2025-05-12,Website,Al Ahlam,Central,Apartment,500K-1M,American,20,Qualified,2.9,1,True,Agent D,0.0,2025-12-20,True,,0.9888167752971356,Hot
LEAD-003736,2024-07-01,Social Media,Al Yasmin,Central,Apartment,500K-1M,Saudi,55,New,8.0,1,True,Agent A,0.0,2025-12-24,True,,0.9918857266575591,Hot
LEAD-003737,2024-11-16,Partner Agency,Al Fursan,West,Duplex,3M-5M,Indian,44,Contacted,13.9,1,True,Agent B,0.0,2025-12-29,True,,0.9899833317927175,Hot
LEAD-003738,2025-01-14,Walk-in,Dar Al Salam,West,Apartment,2M-3M,Other,100,Proposal Sent,1.8,11,False,Agent B,0.0,2025-12-27,True,,0.8957998596807746,Hot
LEAD-003739,2024-05-04,Social Media,Al Nargis,Central,Villa,2M-3M,Filipino,56,Contacted,1.8,2,True,Agent F,0.0,2025-12-26,False,,0.9827783871653953,Hot
LEAD-003740,2024-06-12,Social Media,Marafy,South,Townhouse,10M+,Saudi,66,Qualified,5.0,2,False,Agent A,0.0,2025-12-19,True,,0.978096960622758,Hot
LEAD-003741,2024-01-02,Social Media,Al Fursan,West,Villa,500K-1M,Saudi,50,Negotiation,6.0,8,True,Agent F,0.0,2025-12-29,True,,0.7532917156141934,Hot
LEAD-003742,2025-04-16,Referral,Marafy,South,Townhouse,3M-5M,Saudi,71,Contacted,10.7,3,True,Agent B,0.0,2025-12-22,True,,0.9896935152416343,Hot
LEAD-003744,2024-10-31,Website,Dar Al Salam,West,Townhouse,3M-5M,Saudi,36,Proposal Sent,1.2,10,True,Agent F,0.0,2025-12-24,True,,0.6348273974644295,Warm
LEAD-003746,2025-12-30,Referral,Warefa,North,Townhouse,5M-10M,Saudi,52,Contacted,0.5,1,True,Agent C,0.0,2025-12-31,True,,0.9931596084628436,Hot
LEAD-003747,2024-01-04,Referral,Alarous,North,Villa,2M-3M,Indian,81,Negotiation,7.9,6,True,Agent D,0.0,2025-12-27,True,,0.938289040819176,Hot
LEAD-003750,2025-01-22,Website,Al Nargis,Central,Duplex,1M-2M,British,48,Site Visit,2.3,7,True,Agent C,0.0,2025-12-23,False,,0.8427421350873844,Hot
LEAD-003751,2024-03-20,Website,Al Nargis,Central,Villa,1M-2M,Saudi,56,Negotiation,38.0,9,False,Agent C,0.0,2025-12-30,False,,0.6183073568575516,Warm
LEAD-003753,2024-10-10,Website,Al Bayan,South,Duplex,3M-5M,Indian,45,Site Visit,6.8,8,True,Agent F,0.0,2025-12-22,True,,0.8353241246189973,Hot
LEAD-003754,2024-11-26,Referral,Al Jawharah,East,Apartment,2M-3M,Saudi,46,Negotiation,10.8,6,False,Agent E,0.0,2025-12-27,True,,0.9343456489354443,Hot
LEAD-003755,2024-11-27,Call Center,Al Jawharah,East,Villa,5M-10M,Indian,41,Qualified,3.2,1,True,Agent D,0.0,2025-12-28,True,,0.9862114309478435,Hot
LEAD-003757,2024-01-16,Social Media,Sedra,North,Townhouse,3M-5M,Egyptian,64,Negotiation,14.1,7,True,Agent D,0.0,2025-12-26,True,,0.817944177248632,Hot
LEAD-003758,2025-10-22,Walk-in,Al Yasmin,Central,Apartment,3M-5M,Egyptian,100,Negotiation,2.6,4,False,Agent A,0.0,2025-12-28,True,,0.9968029490751574,Hot
LEAD-003761,2025-12-10,Social Media,Warefa,North,Townhouse,3M-5M,Filipino,57,New,3.4,1,True,Agent D,0.0,2025-12-20,True,,0.9944659866302522,Hot
LEAD-003762,2024-10-10,Social Media,Al Rimal,East,Penthouse,3M-5M,Filipino,42,Negotiation,7.8,9,False,Agent E,0.0,2025-12-25,True,,0.6720068539124806,Warm
LEAD-003763,2024-12-25,Social Media,Marafy,South,Villa,3M-5M,Saudi,58,Negotiation,3.3,9,False,Agent C,0.0,2025-12-21,False,,0.7312796029937935,Warm
LEAD-003764,2025-05-17,Website,Al Rimal,East,Villa,500K-1M,American,5,Contacted,4.0,2,True,Agent C,0.0,2025-12-18,True,,0.9450978147165491,Hot
LEAD-003765,2025-09-16,Partner Agency,Al Rimal,East,Apartment,500K-1M,Indian,96,Site Visit,6.8,4,False,Agent E,0.0,2025-12-18,True,,0.9974610644057953,Hot
LEAD-003766,2025-07-22,Walk-in,Marafy,South,Villa,500K-1M,Saudi,66,Proposal Sent,2.8,14,True,Agent A,0.0,2025-12-27,False,,0.34492286307882714,Cool
LEAD-003767,2025-01-15,Partner Agency,Alarous,North,Penthouse,500K-1M,Indian,50,Negotiation,17.8,11,True,Agent B,0.0,2025-12-25,True,,0.4995903903863019,Cool
LEAD-003768,2025-09-21,Social Media,Warefa,North,Townhouse,500K-1M,Saudi,45,Qualified,8.1,7,True,Agent B,0.0,2025-12-21,False,,0.8606483060396165,Hot
LEAD-003769,2024-04-05,Walk-in,Al Nargis,Central,Apartment,1M-2M,American,62,Qualified,1.5,3,True,Agent F,0.0,2025-12-28,False,,0.9840480295440104,Hot
LEAD-003771,2024-06-04,Website,Warefa,North,Townhouse,3M-5M,Pakistani,40,Contacted,1.5,5,True,Agent B,0.0,2025-12-30,True,,0.8501425936039159,Hot
LEAD-003772,2025-07-24,Website,Marafy,South,Villa,1M-2M,Saudi,87,Proposal Sent,1.3,10,False,Agent F,0.0,2025-12-27,True,,0.9250703580077188,Hot
LEAD-003773,2024-10-08,Social Media,Al Bayan,South,Townhouse,3M-5M,Saudi,61,Qualified,9.0,7,True,Agent C,0.0,2025-12-22,True,,0.9196360478556759,Hot
LEAD-003774,2024-07-25,Walk-in,Al Fursan,West,Villa,3M-5M,UAE,62,Qualified,0.3,4,True,Agent F,0.0,2025-12-19,True,,0.9800788222833255,Hot
LEAD-003775,2024-10-22,Partner Agency,Al Ahlam,Central,Apartment,10M+,Saudi,64,Site Visit,3.1,5,True,Agent E,0.0,2025-12-27,True,,0.9719127385905628,Hot
LEAD-003776,2024-02-12,Social Media,Al Fursan,West,Townhouse,500K-1M,Jordanian,71,Site Visit,16.2,5,False,Agent A,0.0,2025-12-19,False,,0.9645634235509474,Hot
LEAD-003777,2025-12-10,Referral,Al Fursan,West,Villa,1M-2M,Indian,77,New,7.9,1,True,Agent E,0.0,2025-12-22,True,,0.9985790212354813,Hot
LEAD-003778,2024-09-26,Walk-in,Al Yasmin,Central,Apartment,1M-2M,Indian,57,Contacted,3.4,1,True,Agent A,0.0,2025-12-22,False,,0.9901117640621897,Hot
LEAD-003779,2024-12-05,Website,Al Yasmin,Central,Villa,5M-10M,Indian,35,Contacted,4.5,1,True,Agent F,0.0,2025-12-19,False,,0.9870072754738589,Hot
LEAD-003781,2024-04-03,Social Media,Al Bayan,South,Villa,2M-3M,Saudi,31,New,7.4,1,True,Agent F,0.0,2025-12-28,True,,0.9831238940277953,Hot
LEAD-003782,2024-05-22,Website,Al Bayan,South,Apartment,5M-10M,Saudi,100,Site Visit,3.5,6,False,Agent E,0.0,2025-12-18,True,,0.9877106905470185,Hot
LEAD-003784,2025-11-28,Website,Al Jawharah,East,Villa,2M-3M,Jordanian,61,Negotiation,17.5,6,True,Agent E,0.0,2025-12-19,False,,0.9664796975567428,Hot
LEAD-003785,2025-03-07,Social Media,Al Yasmin,Central,Townhouse,500K-1M,Other,48,Qualified,8.6,4,False,Agent A,0.0,2025-12-25,True,,0.9497586232882375,Hot
LEAD-003787,2024-04-07,Exhibition,Warefa,North,Apartment,3M-5M,Pakistani,64,Site Visit,18.8,7,False,Agent F,0.0,2025-12-25,True,,0.89019514852235,Hot
LEAD-003788,2024-08-14,Call Center,Warefa,North,Villa,10M+,Pakistani,39,Qualified,2.2,6,True,Agent C,0.0,2025-12-26,False,,0.8018950657341597,Hot
LEAD-003789,2024-08-14,Referral,Alarous,North,Apartment,2M-3M,UAE,67,Negotiation,5.5,10,True,Agent D,0.0,2025-12-29,False,,0.7406169302045873,Warm
LEAD-003790,2025-06-01,Exhibition,Al Bayan,South,Townhouse,1M-2M,Jordanian,52,Contacted,8.2,1,False,Agent F,0.0,2025-12-29,True,,0.9940014113545538,Hot
LEAD-003791,2024-07-30,Website,Al Fursan,West,Townhouse,5M-10M,Filipino,60,Contacted,4.3,7,True,Agent F,0.0,2025-12-30,False,,0.9077630632914542,Hot
LEAD-003792,2024-09-02,Exhibition,Al Jawharah,East,Apartment,3M-5M,Egyptian,60,New,10.6,3,True,Agent A,0.0,2025-12-27,True,,0.9806352316732191,Hot
LEAD-003793,2025-10-09,Partner Agency,Alarous,North,Townhouse,1M-2M,Egyptian,64,Contacted,15.5,2,True,Agent C,0.0,2025-12-26,True,,0.994517176800101,Hot
LEAD-003794,2025-12-14,Walk-in,Al Fursan,West,Villa,2M-3M,UAE,70,Negotiation,0.8,9,True,Agent B,0.0,2025-12-20,True,,0.8900135734490235,Hot
LEAD-003796,2024-09-02,Walk-in,Al Fursan,West,Villa,500K-1M,Filipino,49,Proposal Sent,0.7,10,True,Agent F,0.0,2025-12-23,True,,0.6800501271159848,Warm
LEAD-003797,2024-12-20,Partner Agency,Al Yasmin,Central,Villa,1M-2M,Filipino,59,Site Visit,8.6,8,True,Agent B,0.0,2025-12-20,False,,0.8050248797899063,Hot
LEAD-003798,2025-11-24,Walk-in,Al Rimal,East,Townhouse,3M-5M,Saudi,76,Contacted,3.8,1,False,Agent C,0.0,2025-12-29,True,,0.9982184235322367,Hot
LEAD-003799,2024-03-03,Walk-in,Al Yasmin,Central,Apartment,1M-2M,Saudi,89,Contacted,2.4,5,False,Agent A,0.0,2025-12-22,True,,0.9725034824370766,Hot
LEAD-003801,2025-02-28,Referral,Marafy,South,Duplex,500K-1M,Egyptian,67,Site Visit,11.3,7,True,Agent B,0.0,2025-12-27,True,,0.9196296256475948,Hot
LEAD-003802,2025-08-10,Social Media,Al Nargis,Central,Villa,500K-1M,UAE,58,Site Visit,25.1,6,True,Agent F,0.0,2025-12-29,True,,0.9606345487438573,Hot
LEAD-003803,2024-06-04,Walk-in,Marafy,South,Duplex,3M-5M,Jordanian,44,Negotiation,0.8,10,True,Agent C,0.0,2025-12-26,True,,0.4643411203655613,Cool
LEAD-003804,2024-04-08,Website,Marafy,South,Townhouse,1M-2M,UAE,66,New,5.0,1,False,Agent A,0.0,2025-12-18,False,,0.9899967642659866,Hot
LEAD-003805,2024-11-04,Social Media,Al Rimal,East,Villa,3M-5M,Indian,87,Site Visit,9.6,6,True,Agent E,0.0,2025-12-27,True,,0.9785783579508914,Hot
LEAD-003806,2025-10-02,Social Media,Al Jawharah,East,Villa,3M-5M,Saudi,43,Qualified,1.7,5,True,Agent C,0.0,2025-12-19,False,,0.9596754492024138,Hot
LEAD-003807,2025-07-06,Social Media,Al Bayan,South,Townhouse,10M+,British,55,Site Visit,9.0,4,True,Agent F,0.0,2025-12-24,True,,0.9768781529588729,Hot
LEAD-003808,2024-03-19,Referral,Al Fursan,West,Apartment,500K-1M,UAE,48,Site Visit,39.0,9,True,Agent F,0.0,2025-12-18,False,,0.7471174196964452,Warm
LEAD-003810,2025-09-17,Call Center,Al Ahlam,Central,Penthouse,1M-2M,Indian,48,Qualified,0.4,5,True,Agent A,0.0,2025-12-18,True,,0.9626867434022222,Hot
LEAD-003811,2025-12-20,Social Media,Warefa,North,Villa,500K-1M,UAE,63,Contacted,24.3,4,True,Agent F,0.0,2025-12-26,False,,0.9854285334224959,Hot
LEAD-003813,2025-11-15,Social Media,Al Rimal,East,Apartment,3M-5M,Saudi,56,Proposal Sent,4.5,12,True,Agent A,0.0,2025-12-27,True,,0.5521986196281812,Warm
LEAD-003814,2024-01-06,Walk-in,Al Fursan,West,Apartment,1M-2M,UAE,73,Negotiation,8.7,9,True,Agent F,0.0,2025-12-26,True,,0.8530886629424247,Hot
LEAD-003815,2025-01-14,Social Media,Al Ahlam,Central,Villa,3M-5M,UAE,50,Qualified,6.1,1,True,Agent A,0.0,2025-12-28,False,,0.9880263038319999,Hot
LEAD-003816,2025-03-15,Referral,Al Ahlam,Central,Apartment,5M-10M,Saudi,62,Qualified,12.5,3,False,Agent B,0.0,2025-12-26,True,,0.9865599456582063,Hot
LEAD-003817,2025-07-23,Social Media,Warefa,North,Apartment,2M-3M,Saudi,47,Qualified,41.1,6,False,Agent E,0.0,2025-12-26,True,,0.9469930416643485,Hot
LEAD-003818,2025-10-08,Referral,Marafy,South,Apartment,1M-2M,Filipino,100,Contacted,9.8,3,True,Agent C,0.0,2025-12-23,True,,0.9983374268990017,Hot
LEAD-003819,2025-11-12,Website,Al Bayan,South,Apartment,1M-2M,Indian,8,Negotiation,8.9,9,False,Agent E,0.0,2025-12-31,False,,0.6802937930450078,Warm
LEAD-003820,2024-02-19,Website,Al Rimal,East,Villa,2M-3M,British,68,Contacted,3.8,2,True,Agent D,0.0,2025-12-19,True,,0.9824608931010083,Hot
LEAD-003822,2024-01-19,Call Center,Marafy,South,Villa,5M-10M,Saudi,98,Proposal Sent,4.3,9,False,Agent D,0.0,2025-12-25,True,,0.8775011614726946,Hot
LEAD-003823,2024-05-29,Exhibition,Alarous,North,Townhouse,3M-5M,Indian,5,Contacted,9.1,3,True,Agent E,0.0,2025-12-30,True,,0.8691398529785834,Hot
LEAD-003824,2025-12-26,Website,Al Ahlam,Central,Duplex,2M-3M,Saudi,52,Contacted,49.7,1,True,Agent B,0.0,2025-12-28,True,,0.9961902373775597,Hot
LEAD-003825,2025-11-11,Walk-in,Alarous,North,Townhouse,500K-1M,Egyptian,46,Proposal Sent,1.8,12,True,Agent B,0.0,2025-12-22,True,,0.5080092149529183,Warm
LEAD-003826,2025-02-15,Walk-in,Al Bayan,South,Apartment,2M-3M,American,64,Qualified,2.7,7,True,Agent E,0.0,2025-12-30,True,,0.9290124384747307,Hot
LEAD-003827,2024-10-02,Website,Al Rimal,East,Townhouse,10M+,UAE,81,Site Visit,16.5,9,True,Agent E,0.0,2025-12-28,True,,0.8925140821776194,Hot
LEAD-003828,2024-05-01,Social Media,Al Fursan,West,Apartment,2M-3M,Indian,58,Site Visit,11.6,5,True,Agent F,0.0,2025-12-18,True,,0.9594471258922403,Hot
LEAD-003829,2025-12-12,Partner Agency,Dar Al Salam,West,Villa,2M-3M,Saudi,87,Negotiation,0.5,7,False,Agent A,0.0,2025-12-28,True,,0.9760890322556234,Hot
LEAD-003830,2025-04-25,Exhibition,Alarous,North,Townhouse,3M-5M,Saudi,67,Proposal Sent,7.8,13,True,Agent C,0.0,2025-12-25,False,,0.4172175085795663,Cool
LEAD-003831,2025-06-09,Website,Al Bayan,South,Duplex,3M-5M,Egyptian,23,Site Visit,9.3,8,True,Agent F,0.0,2025-12-25,True,,0.7799954531750065,Hot
LEAD-003833,2024-05-29,Social Media,Al Bayan,South,Penthouse,3M-5M,Other,71,Proposal Sent,2.1,11,True,Agent A,0.0,2025-12-23,False,,0.6162020012667832,Warm
LEAD-003834,2025-06-17,Website,Al Nargis,Central,Townhouse,1M-2M,Filipino,49,Proposal Sent,4.6,9,True,Agent E,0.0,2025-12-30,False,,0.7349969008357227,Warm
LEAD-003836,2024-03-07,Social Media,Al Nargis,Central,Townhouse,1M-2M,British,51,Site Visit,0.9,8,False,Agent D,0.0,2025-12-19,True,,0.6962774932090348,Warm
LEAD-003837,2025-08-14,Website,Al Jawharah,East,Duplex,3M-5M,Egyptian,16,Site Visit,5.3,4,True,Agent E,0.0,2025-12-23,True,,0.9451165239408612,Hot
LEAD-003839,2024-05-10,Referral,Al Nargis,Central,Apartment,2M-3M,Saudi,59,Proposal Sent,1.4,10,True,Agent A,0.0,2025-12-18,False,,0.6221657635874157,Warm
LEAD-003841,2025-08-16,Social Media,Sedra,North,Villa,500K-1M,Filipino,61,Contacted,3.5,1,True,Agent E,0.0,2025-12-25,False,,0.9951086845370968,Hot
LEAD-003843,2024-04-27,Website,Warefa,North,Villa,500K-1M,Saudi,80,New,3.6,1,True,Agent D,0.0,2025-12-30,True,,0.9950598396139392,Hot
LEAD-003844,2025-03-07,Email Campaign,Al Yasmin,Central,Villa,3M-5M,Saudi,47,New,3.1,2,False,Agent E,0.0,2025-12-23,False,,0.9782065574012309,Hot
LEAD-003846,2024-06-13,Partner Agency,Al Yasmin,Central,Penthouse,500K-1M,UAE,72,Negotiation,8.1,8,True,Agent F,0.0,2025-12-25,True,,0.9013197427843339,Hot
LEAD-003847,2024-02-11,Exhibition,Dar Al Salam,West,Duplex,500K-1M,Pakistani,43,Negotiation,12.9,10,True,Agent A,0.0,2025-12-20,False,,0.39451481487566603,Cool
LEAD-003848,2024-10-18,Website,Al Rimal,East,Villa,500K-1M,Saudi,37,Negotiation,0.9,6,True,Agent F,0.0,2025-12-19,True,,0.9297517354241924,Hot
LEAD-003849,2024-02-28,Referral,Al Yasmin,Central,Villa,3M-5M,Saudi,57,Negotiation,7.7,8,True,Agent C,0.0,2025-12-27,True,,0.6754474754866607,Warm
LEAD-003850,2024-05-25,Exhibition,Dar Al Salam,West,Villa,3M-5M,Indian,60,Qualified,21.8,7,True,Agent D,0.0,2025-12-21,True,,0.8421656275273527,Hot
LEAD-003851,2025-06-02,Website,Al Bayan,South,Villa,2M-3M,Saudi,41,Proposal Sent,8.6,8,False,Agent E,0.0,2025-12-25,True,,0.8035440281570433,Hot
LEAD-003853,2025-07-25,Website,Al Jawharah,East,Apartment,3M-5M,Saudi,38,Contacted,1.2,2,False,Agent D,0.0,2025-12-31,True,,0.9925203859067079,Hot
LEAD-003854,2024-02-28,Website,Al Ahlam,Central,Apartment,1M-2M,Egyptian,64,Site Visit,18.6,12,True,Agent D,0.0,2025-12-25,True,,0.4459701592434054,Cool
LEAD-003857,2024-05-18,Social Media,Alarous,North,Villa,2M-3M,American,45,Site Visit,1.2,4,True,Agent A,0.0,2025-12-19,True,,0.9096821262119581,Hot
LEAD-003858,2024-07-13,Partner Agency,Warefa,North,Townhouse,2M-3M,Saudi,49,Qualified,6.6,4,True,Agent E,0.0,2025-12-28,True,,0.943197345395289,Hot
LEAD-003859,2024-01-02,Social Media,Al Jawharah,East,Apartment,5M-10M,Pakistani,61,Site Visit,5.4,5,False,Agent A,0.0,2025-12-18,True,,0.9316010296127599,Hot
LEAD-003860,2025-08-24,Website,Dar Al Salam,West,Apartment,3M-5M,Saudi,40,New,0.9,2,True,Agent A,0.0,2025-12-28,False,,0.9859862392727387,Hot
LEAD-003863,2024-01-31,Walk-in,Al Nargis,Central,Townhouse,2M-3M,Pakistani,34,Negotiation,0.1,13,True,Agent F,0.0,2025-12-29,True,,0.16748423404492196,Cold
LEAD-003864,2025-02-19,Website,Al Nargis,Central,Duplex,500K-1M,Indian,42,Contacted,5.0,3,False,Agent A,0.0,2025-12-25,True,,0.968490614450463,Hot
LEAD-003868,2025-07-23,Referral,Warefa,North,Villa,500K-1M,British,60,Qualified,7.3,3,True,Agent A,0.0,2025-12-18,True,,0.9842076996693947,Hot
LEAD-003869,2025-01-05,Walk-in,Al Fursan,West,Townhouse,1M-2M,American,73,Proposal Sent,1.8,8,True,Agent A,0.0,2025-12-20,False,,0.9079795987892149,Hot
LEAD-003870,2024-05-27,Call Center,Dar Al Salam,West,Duplex,3M-5M,British,69,Qualified,0.1,2,True,Agent E,0.0,2025-12-23,True,,0.9914676592428975,Hot
LEAD-003871,2025-07-30,Social Media,Al Rimal,East,Apartment,500K-1M,Saudi,31,Site Visit,0.5,5,True,Agent F,0.0,2025-12-29,True,,0.9710169354626654,Hot
LEAD-003872,2025-11-14,Call Center,Dar Al Salam,West,Duplex,2M-3M,Indian,61,Negotiation,0.5,7,False,Agent E,0.0,2025-12-18,True,,0.9587457418460484,Hot
LEAD-003873,2025-06-20,Website,Alarous,North,Penthouse,5M-10M,Saudi,52,Contacted,5.8,2,False,Agent D,0.0,2025-12-19,True,,0.9878169471587204,Hot
LEAD-003874,2025-03-28,Walk-in,Alarous,North,Duplex,5M-10M,Filipino,90,Negotiation,1.8,10,False,Agent C,0.0,2025-12-26,False,,0.891992978043729,Hot
LEAD-003876,2024-10-06,Referral,Al Rimal,East,Duplex,10M+,Saudi,56,Site Visit,45.0,8,True,Agent E,0.0,2025-12-22,False,,0.8479964774344781,Hot
LEAD-003878,2025-09-17,Social Media,Al Yasmin,Central,Apartment,3M-5M,Pakistani,28,Qualified,5.1,7,True,Agent D,0.0,2025-12-27,True,,0.8614331759922327,Hot
LEAD-003879,2024-03-31,Referral,Warefa,North,Duplex,2M-3M,Jordanian,57,New,5.8,2,False,Agent D,0.0,2025-12-29,True,,0.9741082892169175,Hot
LEAD-003881,2025-09-24,Walk-in,Al Bayan,South,Villa,1M-2M,Jordanian,72,New,0.6,3,True,Agent A,0.0,2025-12-30,False,,0.9940508220739982,Hot
LEAD-003884,2025-02-22,Partner Agency,Al Yasmin,Central,Penthouse,500K-1M,Egyptian,89,Site Visit,1.3,6,False,Agent A,0.0,2025-12-25,False,,0.9798862294475937,Hot
LEAD-003885,2025-10-13,Website,Al Bayan,South,Townhouse,5M-10M,Saudi,65,Proposal Sent,17.8,10,True,Agent B,0.0,2025-12-29,True,,0.854001217162952,Hot
LEAD-003887,2025-07-07,Website,Marafy,South,Villa,5M-10M,Saudi,81,Proposal Sent,9.8,8,True,Agent E,0.0,2025-12-24,True,,0.9518280409387317,Hot
LEAD-003889,2025-07-15,Social Media,Al Rimal,East,Apartment,5M-10M,Saudi,40,Qualified,35.4,4,True,Agent C,0.0,2025-12-18,True,,0.9721135006297724,Hot
LEAD-003890,2025-12-25,Exhibition,Al Jawharah,East,Penthouse,500K-1M,Egyptian,32,Negotiation,12.3,11,True,Agent C,0.0,2025-12-28,True,,0.3738820909039446,Cool
LEAD-003891,2024-07-07,Social Media,Al Fursan,West,Apartment,2M-3M,UAE,36,Qualified,31.5,9,False,Agent F,0.0,2025-12-21,True,,0.7570324604828435,Hot
LEAD-003893,2025-08-30,Website,Al Jawharah,East,Villa,3M-5M,Saudi,48,Qualified,6.1,4,False,Agent D,0.0,2025-12-23,True,,0.9706685015948628,Hot
LEAD-003894,2025-12-26,Exhibition,Sedra,North,Duplex,3M-5M,Egyptian,62,Contacted,10.4,6,True,Agent F,0.0,2025-12-30,True,,0.9525737387890504,Hot
LEAD-003895,2024-10-15,Exhibition,Al Rimal,East,Villa,1M-2M,British,70,Contacted,0.6,3,False,Agent D,0.0,2025-12-27,True,,0.9910951637075989,Hot
LEAD-003896,2025-05-22,Social Media,Al Nargis,Central,Apartment,1M-2M,UAE,30,Contacted,11.8,5,True,Agent A,0.0,2025-12-20,True,,0.9312245302893998,Hot
LEAD-003897,2025-12-10,Social Media,Sedra,North,Villa,5M-10M,Saudi,57,Site Visit,14.3,7,True,Agent D,0.0,2025-12-26,False,,0.9168051096241392,Hot
LEAD-003900,2025-01-30,Call Center,Al Jawharah,East,Townhouse,3M-5M,Other,38,Qualified,1.8,9,False,Agent D,0.0,2025-12-23,True,,0.7189280950452432,Warm
LEAD-003901,2025-04-18,Call Center,Al Yasmin,Central,Apartment,500K-1M,British,6,Qualified,2.4,1,True,Agent D,0.0,2025-12-27,True,,0.9754990784212173,Hot
LEAD-003902,2025-10-20,Call Center,Sedra,North,Apartment,3M-5M,American,20,Qualified,3.7,5,True,Agent A,0.0,2025-12-18,True,,0.916813866837748,Hot
LEAD-003903,2025-12-20,Partner Agency,Al Bayan,South,Villa,2M-3M,Jordanian,100,Qualified,4.6,7,True,Agent F,0.0,2025-12-28,True,,0.987732580891425,Hot
LEAD-003904,2024-04-10,Referral,Sedra,North,Duplex,3M-5M,UAE,39,Qualified,31.5,5,False,Agent F,0.0,2025-12-21,True,,0.9242466912413158,Hot
LEAD-003906,2025-12-06,Website,Al Yasmin,Central,Penthouse,5M-10M,Saudi,36,Qualified,13.1,4,True,Agent C,0.0,2025-12-20,False,,0.9708226541884736,Hot
LEAD-003907,2025-06-17,Exhibition,Warefa,North,Apartment,5M-10M,Saudi,79,Negotiation,37.4,7,True,Agent D,0.0,2025-12-28,True,,0.9668991557673443,Hot
LEAD-003908,2024-07-26,Walk-in,Al Fursan,West,Villa,2M-3M,Indian,64,Site Visit,0.6,6,True,Agent A,0.0,2025-12-19,False,,0.9343104934332932,Hot
LEAD-003910,2025-07-19,Referral,Alarous,North,Apartment,2M-3M,UAE,62,Proposal Sent,2.3,13,True,Agent C,0.0,2025-12-28,True,,0.4755549196139364,Cool
LEAD-003913,2025-12-06,Referral,Al Jawharah,East,Townhouse,5M-10M,Egyptian,42,Contacted,3.2,2,False,Agent A,0.0,2025-12-29,True,,0.9849711955312767,Hot
LEAD-003917,2025-12-14,Social Media,Al Jawharah,East,Townhouse,5M-10M,Egyptian,55,Qualified,36.8,4,True,Agent B,0.0,2025-12-29,False,,0.9797015047154009,Hot
LEAD-003918,2024-10-20,Website,Marafy,South,Townhouse,3M-5M,Egyptian,41,New,7.0,1,True,Agent C,0.0,2025-12-22,True,,0.9825396918076666,Hot
LEAD-003919,2025-12-21,Website,Al Nargis,Central,Villa,2M-3M,UAE,63,New,27.7,1,False,Agent F,0.0,2025-12-25,True,,0.9968992641383481,Hot
LEAD-003920,2025-11-24,Walk-in,Warefa,North,Duplex,2M-3M,Saudi,40,New,3.9,3,False,Agent F,0.0,2025-12-30,False,,0.9833345222132057,Hot
LEAD-003921,2025-11-12,Website,Al Yasmin,Central,Villa,3M-5M,Egyptian,24,Negotiation,13.3,11,False,Agent A,0.0,2025-12-25,True,,0.3837631256702969,Cool
LEAD-003923,2025-03-28,Call Center,Marafy,South,Townhouse,3M-5M,Saudi,22,Negotiation,1.2,10,True,Agent A,0.0,2025-12-22,True,,0.36797852525468877,Cool
LEAD-003925,2024-07-17,Exhibition,Al Bayan,South,Villa,1M-2M,Saudi,68,Site Visit,9.7,8,True,Agent C,0.0,2025-12-21,False,,0.8773303701347762,Hot
LEAD-003926,2025-03-18,Website,Al Jawharah,East,Penthouse,1M-2M,Saudi,51,Contacted,20.6,3,False,Agent D,0.0,2025-12-31,True,,0.9809751139784735,Hot
LEAD-003927,2025-05-28,Referral,Warefa,North,Townhouse,500K-1M,Saudi,31,New,17.5,3,True,Agent C,0.0,2025-12-19,False,,0.9709689191077819,Hot
LEAD-003928,2024-05-25,Walk-in,Al Bayan,South,Villa,2M-3M,Other,83,Site Visit,0.7,4,True,Agent A,0.0,2025-12-28,True,,0.9849887724404478,Hot
LEAD-003929,2024-11-30,Email Campaign,Al Rimal,East,Villa,1M-2M,Saudi,13,Site Visit,3.6,8,True,Agent C,0.0,2025-12-31,False,,0.5439343141250416,Warm
LEAD-003930,2024-11-15,Referral,Sedra,North,Villa,1M-2M,American,74,Contacted,9.6,1,True,Agent A,0.0,2025-12-23,True,,0.9945090840693256,Hot
