lead_id,created_date,source,community_interest,zone,property_type_interest,budget_range,nationality,lead_score,stage,response_time_hours,total_interactions,ai_assisted,assigned_agent,conversion_value_sar,last_activity_date,follow_up_scheduled
LEAD-004871,2024-09-19,Social Media,Dar Al Salam,West,Townhouse,5M-10M,Egyptian,5,Qualified,5.8,4,False,Agent D,0.0,2025-12-20,True
LEAD-004872,2024-07-08,Exhibition,Al Ahlam,Central,Penthouse,5M-10M,Saudi,92,Negotiation,10.6,7,False,Agent F,0.0,2025-12-24,True
LEAD-004873,2024-11-24,Walk-in,Al Fursan,West,Apartment,2M-3M,American,27,Contacted,0.9,1,False,Agent C,0.0,2025-12-22,False
LEAD-004874,2025-04-20,Walk-in,Al Fursan,West,Townhouse,3M-5M,Filipino,54,Qualified,1.9,3,True,Agent F,0.0,2025-12-31,False
LEAD-004875,2024-01-27,Social Media,Al Nargis,Central,Villa,2M-3M,Filipino,72,Proposal Sent,2.0,16,True,Agent B,0.0,2025-12-23,False
LEAD-004876,2024-11-21,Walk-in,Sedra,North,Townhouse,2M-3M,Saudi,48,Contacted,0.5,6,True,Agent B,0.0,2025-12-30,True
LEAD-004877,2025-07-21,Call Center,Sedra,North,Apartment,10M+,British,24,New,2.1,1,True,Agent D,0.0,2025-12-21,False
LEAD-004878,2024-07-22,Referral,Alarous,North,Apartment,1M-2M,Saudi,77,Won,13.1,12,False,Agent E,1607145.0,2024-10-28,False
LEAD-004879,2024-12-15,Social Media,Marafy,South,Penthouse,5M-10M,Pakistani,48,Contacted,8.3,2,True,Agent F,0.0,2025-12-18,True
LEAD-004880,2024-05-18,Website,Sedra,North,Duplex,2M-3M,Pakistani,44,New,7.7,1,False,Agent E,0.0,2025-12-30,False
LEAD-004881,2024-12-22,Social Media,Warefa,North,Penthouse,3M-5M,Saudi,52,Qualified,3.4,9,True,Agent C,0.0,2025-12-31,True
LEAD-004882,2025-06-25,Exhibition,Warefa,North,Penthouse,1M-2M,UAE,45,Negotiation,6.8,10,True,Agent D,0.0,2025-12-31,False
LEAD-004883,2025-02-18,Website,Marafy,South,Villa,2M-3M,Egyptian,36,Site Visit,36.2,9,False,Agent E,0.0,2025-12-19,False
LEAD-004884,2025-03-09,Referral,Al Fursan,West,Villa,5M-10M,Other,100,Proposal Sent,10.1,13,False,Agent E,0.0,2025-12-20,False
LEAD-004885,2025-07-01,Referral,Al Rimal,East,Villa,2M-3M,Egyptian,72,New,2.1,2,True,Agent D,0.0,2025-12-20,True
LEAD-004886,2024-07-23,Website,Alarous,North,Townhouse,1M-2M,Other,41,Qualified,8.7,6,False,Agent D,0.0,2025-12-23,True
LEAD-004887,2025-02-05,Walk-in,Al Yasmin,Central,Apartment,2M-3M,Saudi,72,Negotiation,2.1,10,True,Agent F,0.0,2025-12-27,True
LEAD-004888,2025-02-14,Social Media,Dar Al Salam,West,Apartment,2M-3M,British,23,Contacted,21.1,4,False,Agent F,0.0,2025-12-31,True
LEAD-004889,2024-02-28,Referral,Al Fursan,West,Apartment,1M-2M,Egyptian,12,Contacted,28.3,4,False,Agent B,0.0,2025-12-27,True
LEAD-004890,2024-01-06,Social Media,Dar Al Salam,West,Apartment,2M-3M,Egyptian,81,Won,16.6,12,True,Agent A,2672129.0,2024-01-23,False
LEAD-004891,2025-01-27,Website,Alarous,North,Penthouse,1M-2M,Saudi,18,Lost,2.6,16,True,Agent A,0.0,2025-06-29,False
LEAD-004892,2025-06-20,Social Media,Al Fursan,West,Townhouse,2M-3M,Egyptian,54,Qualified,29.3,4,False,Agent D,0.0,2025-12-20,True
LEAD-004893,2024-06-22,Exhibition,Al Rimal,East,Apartment,500K-1M,Egyptian,95,Proposal Sent,1.8,7,False,Agent E,0.0,2025-12-25,False
LEAD-004894,2025-11-17,Social Media,Al Yasmin,Central,Townhouse,500K-1M,American,43,Contacted,0.5,3,False,Agent F,0.0,2025-12-27,True
LEAD-004895,2025-07-27,Website,Sedra,North,Townhouse,500K-1M,Indian,49,Site Visit,30.2,8,True,Agent E,0.0,2025-12-31,True
LEAD-004896,2024-10-18,Referral,Al Rimal,East,Townhouse,500K-1M,Egyptian,59,Contacted,13.5,1,False,Agent E,0.0,2025-12-31,False
LEAD-004897,2024-09-14,Referral,Al Nargis,Central,Townhouse,1M-2M,Filipino,24,Qualified,5.4,1,False,Agent D,0.0,2025-12-29,False
LEAD-004898,2025-12-19,Email Campaign,Dar Al Salam,West,Duplex,3M-5M,Pakistani,27,Contacted,56.2,1,False,Agent E,0.0,2025-12-28,True
LEAD-004899,2025-11-01,Call Center,Al Nargis,Central,Apartment,1M-2M,Other,53,Qualified,0.4,1,True,Agent B,0.0,2025-12-29,True
LEAD-004900,2024-11-27,Exhibition,Al Jawharah,East,Villa,500K-1M,Indian,69,Negotiation,43.6,10,True,Agent B,0.0,2025-12-19,True
LEAD-004901,2024-11-02,Partner Agency,Dar Al Salam,West,Townhouse,500K-1M,Filipino,57,Negotiation,9.7,7,True,Agent C,0.0,2025-12-24,False
LEAD-004902,2025-04-07,Referral,Al Bayan,South,Duplex,3M-5M,Saudi,93,Lost,18.1,16,True,Agent E,0.0,2025-08-21,False
LEAD-004903,2024-04-28,Exhibition,Al Rimal,East,Townhouse,2M-3M,Saudi,66,Lost,32.8,9,True,Agent E,0.0,2024-10-21,False
LEAD-004904,2025-02-20,Website,Dar Al Salam,West,Villa,3M-5M,Egyptian,37,Contacted,25.9,2,True,Agent E,0.0,2025-12-20,True
LEAD-004905,2025-12-05,Walk-in,Al Yasmin,Central,Townhouse,1M-2M,Saudi,56,Qualified,0.7,4,False,Agent C,0.0,2025-12-23,False
LEAD-004906,2024-05-05,Website,Al Nargis,Central,Villa,1M-2M,Egyptian,73,Contacted,14.4,2,True,Agent F,0.0,2025-12-23,True
LEAD-004907,2025-04-09,Exhibition,Dar Al Salam,West,Villa,1M-2M,Egyptian,62,Contacted,16.1,4,True,Agent C,0.0,2025-12-18,True
LEAD-004908,2025-10-24,Social Media,Al Yasmin,Central,Townhouse,3M-5M,Saudi,40,Site Visit,7.7,6,False,Agent E,0.0,2025-12-29,True
LEAD-004909,2025-02-20,Social Media,Al Ahlam,Central,Villa,2M-3M,Saudi,55,Site Visit,6.7,8,True,Agent A,0.0,2025-12-26,True
LEAD-004910,2024-06-21,Email Campaign,Al Fursan,West,Penthouse,5M-10M,British,57,Site Visit,7.8,7,True,Agent E,0.0,2025-12-24,True
LEAD-004911,2025-01-21,Social Media,Alarous,North,Townhouse,1M-2M,Saudi,58,Qualified,36.4,2,False,Agent C,0.0,2025-12-23,False
LEAD-004912,2025-04-04,Social Media,Sedra,North,Duplex,3M-5M,UAE,17,Lost,0.8,17,False,Agent B,0.0,2025-09-16,False
LEAD-004913,2025-05-13,Partner Agency,Al Fursan,West,Penthouse,1M-2M,Other,60,Won,33.8,13,True,Agent E,1665448.0,2025-08-03,False
LEAD-004914,2024-02-05,Exhibition,Sedra,North,Penthouse,1M-2M,Saudi,77,New,2.5,1,True,Agent A,0.0,2025-12-28,False
LEAD-004915,2025-12-03,Referral,Al Rimal,East,Townhouse,1M-2M,American,94,Contacted,4.6,4,True,Agent C,0.0,2025-12-18,True
LEAD-004916,2025-03-25,Referral,Al Ahlam,Central,Apartment,2M-3M,Saudi,42,Lost,13.9,14,True,Agent C,0.0,2025-06-13,False
LEAD-004917,2024-08-27,Exhibition,Al Yasmin,Central,Villa,500K-1M,Indian,81,Proposal Sent,9.7,11,False,Agent B,0.0,2025-12-24,False
LEAD-004918,2025-12-26,Referral,Al Fursan,West,Penthouse,3M-5M,Saudi,74,Contacted,24.6,1,True,Agent A,0.0,2025-12-31,True
LEAD-004919,2024-02-24,Website,Al Nargis,Central,Penthouse,2M-3M,Pakistani,46,Qualified,80.9,3,True,Agent C,0.0,2025-12-27,True
LEAD-004920,2024-11-06,Walk-in,Al Rimal,East,Townhouse,1M-2M,Pakistani,96,Won,2.6,11,False,Agent E,1531218.0,2025-04-04,False
LEAD-004921,2024-01-11,Website,Al Ahlam,Central,Duplex,500K-1M,Saudi,42,Qualified,3.6,7,True,Agent E,0.0,2025-12-21,True
LEAD-004922,2025-05-19,Website,Al Rimal,East,Apartment,1M-2M,Filipino,35,Lost,9.3,14,False,Agent B,0.0,2025-08-27,False
LEAD-004923,2024-02-10,Walk-in,Marafy,South,Villa,500K-1M,Saudi,29,Lost,3.8,15,False,Agent A,0.0,2024-05-28,False
LEAD-004924,2025-01-27,Email Campaign,Al Bayan,South,Villa,2M-3M,Saudi,63,Negotiation,12.6,7,False,Agent A,0.0,2025-12-26,True
LEAD-004925,2025-04-09,Social Media,Sedra,North,Apartment,2M-3M,Other,70,Lost,6.8,15,True,Agent A,0.0,2025-06-07,False
LEAD-004926,2024-08-08,Partner Agency,Marafy,South,Apartment,1M-2M,Indian,37,Proposal Sent,26.6,10,True,Agent B,0.0,2025-12-31,True
LEAD-004927,2025-06-21,Social Media,Dar Al Salam,West,Townhouse,2M-3M,Jordanian,57,Proposal Sent,4.3,9,True,Agent E,0.0,2025-12-22,True
LEAD-004928,2024-09-20,Website,Al Ahlam,Central,Apartment,3M-5M,Egyptian,58,Site Visit,8.3,10,False,Agent A,0.0,2025-12-26,False
LEAD-004929,2024-06-21,Walk-in,Warefa,North,Townhouse,3M-5M,Egyptian,95,Negotiation,0.6,9,False,Agent D,0.0,2025-12-31,True
LEAD-004930,2025-08-26,Referral,Marafy,South,Townhouse,1M-2M,Saudi,27,New,13.8,1,True,Agent B,0.0,2025-12-26,True
LEAD-004931,2025-07-23,Website,Al Fursan,West,Townhouse,500K-1M,Egyptian,48,Lost,7.6,14,True,Agent D,0.0,2025-10-12,False
LEAD-004932,2024-08-24,Email Campaign,Alarous,North,Villa,10M+,Egyptian,56,Site Visit,29.1,4,False,Agent C,0.0,2025-12-20,True
LEAD-004933,2024-06-20,Walk-in,Al Bayan,South,Duplex,2M-3M,Saudi,100,Proposal Sent,1.6,10,True,Agent B,0.0,2025-12-27,False
LEAD-004934,2024-01-29,Referral,Al Rimal,East,Villa,2M-3M,UAE,86,Qualified,1.7,9,True,Agent B,0.0,2025-12-29,True
LEAD-004935,2024-02-10,Walk-in,Alarous,North,Villa,2M-3M,Egyptian,30,Negotiation,1.9,6,True,Agent D,0.0,2025-12-31,False
LEAD-004936,2024-10-08,Website,Alarous,North,Villa,3M-5M,Jordanian,57,Negotiation,12.0,7,True,Agent B,0.0,2025-12-21,True
LEAD-004937,2024-09-01,Partner Agency,Al Yasmin,Central,Duplex,2M-3M,Saudi,9,Qualified,29.1,4,True,Agent F,0.0,2025-12-29,True
LEAD-004938,2025-06-19,Referral,Sedra,North,Townhouse,5M-10M,Saudi,99,Negotiation,22.1,6,False,Agent A,0.0,2025-12-21,True
LEAD-004939,2024-09-16,Referral,Al Fursan,West,Apartment,3M-5M,UAE,63,Proposal Sent,4.5,6,True,Agent A,0.0,2025-12-29,False
LEAD-004940,2025-12-26,Social Media,Warefa,North,Villa,1M-2M,UAE,36,Qualified,10.2,5,True,Agent D,0.0,2025-12-31,True
LEAD-004941,2025-11-13,Exhibition,Al Bayan,South,Penthouse,3M-5M,Pakistani,60,New,2.6,1,False,Agent F,0.0,2025-12-19,True
LEAD-004942,2025-12-30,Social Media,Warefa,North,Villa,1M-2M,Egyptian,53,Negotiation,16.7,8,False,Agent C,0.0,2025-12-31,True
LEAD-004943,2024-08-10,Referral,Warefa,North,Villa,1M-2M,Egyptian,76,Won,1.8,12,False,Agent D,1636044.0,2024-12-22,False
LEAD-004944,2025-02-19,Email Campaign,Al Nargis,Central,Villa,3M-5M,Jordanian,60,Proposal Sent,1.4,9,True,Agent D,0.0,2025-12-23,True
LEAD-004945,2024-05-07,Website,Al Ahlam,Central,Townhouse,1M-2M,UAE,66,Lost,14.0,14,False,Agent C,0.0,2024-10-24,False
LEAD-004946,2024-12-26,Social Media,Warefa,North,Townhouse,1M-2M,Saudi,7,Site Visit,8.6,8,True,Agent A,0.0,2025-12-25,True
LEAD-004947,2025-04-17,Social Media,Al Yasmin,Central,Duplex,500K-1M,Saudi,74,Qualified,14.2,4,True,Agent B,0.0,2025-12-25,True
LEAD-004948,2025-11-22,Website,Al Rimal,East,Townhouse,1M-2M,Other,52,Site Visit,2.6,9,True,Agent D,0.0,2025-12-18,False
LEAD-004949,2025-03-28,Walk-in,Al Nargis,Central,Duplex,1M-2M,Jordanian,71,Contacted,0.3,1,True,Agent B,0.0,2025-12-24,True
LEAD-004950,2024-02-26,Website,Dar Al Salam,West,Townhouse,3M-5M,American,43,Site Visit,8.2,8,False,Agent A,0.0,2025-12-18,False
LEAD-004951,2025-12-15,Referral,Dar Al Salam,West,Villa,3M-5M,Pakistani,63,Lost,4.3,14,False,Agent D,0.0,2025-12-22,False
LEAD-004952,2024-12-17,Call Center,Al Ahlam,Central,Apartment,500K-1M,Filipino,60,Contacted,3.5,4,False,Agent C,0.0,2025-12-22,False
LEAD-004953,2024-10-20,Call Center,Al Ahlam,Central,Townhouse,500K-1M,Indian,40,Proposal Sent,0.2,11,True,Agent E,0.0,2025-12-27,True
LEAD-004954,2025-05-04,Social Media,Al Nargis,Central,Apartment,3M-5M,Other,50,New,1.0,1,True,Agent C,0.0,2025-12-25,True
LEAD-004955,2025-05-09,Website,Al Jawharah,East,Apartment,1M-2M,Pakistani,49,Contacted,0.5,5,True,Agent B,0.0,2025-12-22,False
LEAD-004956,2024-10-10,Website,Al Bayan,South,Villa,2M-3M,Saudi,51,New,44.4,1,False,Agent B,0.0,2025-12-24,False
LEAD-004957,2025-12-17,Partner Agency,Warefa,North,Townhouse,2M-3M,Jordanian,69,New,22.2,3,False,Agent E,0.0,2025-12-31,True
LEAD-004958,2025-08-26,Social Media,Warefa,North,Townhouse,1M-2M,American,35,Negotiation,16.8,9,True,Agent C,0.0,2025-12-20,False
LEAD-004959,2025-07-27,Social Media,Al Bayan,South,Townhouse,2M-3M,Jordanian,50,Site Visit,25.5,5,True,Agent A,0.0,2025-12-28,False
LEAD-004960,2024-11-04,Social Media,Al Yasmin,Central,Penthouse,500K-1M,British,37,Site Visit,29.4,6,True,Agent A,0.0,2025-12-24,True
LEAD-004961,2025-07-19,Call Center,Warefa,North,Apartment,1M-2M,Saudi,38,Qualified,1.7,3,False,Agent F,0.0,2025-12-24,True
LEAD-004962,2025-12-12,Website,Al Nargis,Central,Townhouse,5M-10M,Saudi,55,Contacted,4.0,6,False,Agent A,0.0,2025-12-27,False
LEAD-004963,2025-10-15,Social Media,Dar Al Salam,West,Duplex,5M-10M,Saudi,73,Negotiation,30.7,7,False,Agent E,0.0,2025-12-24,True
LEAD-004964,2024-10-15,Exhibition,Marafy,South,Villa,10M+,Saudi,69,Won,5.3,11,True,Agent E,12845323.0,2025-02-15,False
LEAD-004965,2025-03-30,Social Media,Marafy,South,Apartment,3M-5M,Indian,100,Won,22.8,11,True,Agent A,3868227.0,2025-08-03,False
LEAD-004966,2024-01-11,Call Center,Al Nargis,Central,Townhouse,2M-3M,Indian,40,Qualified,1.4,6,True,Agent F,0.0,2025-12-29,True
LEAD-004967,2025-01-22,Website,Alarous,North,Penthouse,1M-2M,Indian,43,Contacted,8.6,4,True,Agent F,0.0,2025-12-23,True
LEAD-004968,2024-04-27,Partner Agency,Sedra,North,Apartment,3M-5M,Egyptian,56,Site Visit,26.5,3,False,Agent D,0.0,2025-12-19,False
LEAD-004969,2024-06-23,Referral,Dar Al Salam,West,Apartment,500K-1M,UAE,81,Won,26.5,14,True,Agent F,857764.0,2024-07-16,False
LEAD-004970,2025-01-24,Social Media,Al Ahlam,Central,Villa,2M-3M,Saudi,38,Site Visit,48.1,8,False,Agent D,0.0,2025-12-23,True
LEAD-004971,2024-04-27,Referral,Al Yasmin,Central,Villa,1M-2M,Saudi,85,Proposal Sent,11.8,10,True,Agent F,0.0,2025-12-21,False
LEAD-004972,2024-05-25,Call Center,Al Rimal,East,Apartment,3M-5M,Saudi,48,Qualified,8.1,2,True,Agent D,0.0,2025-12-18,False
LEAD-004973,2025-05-29,Website,Al Fursan,West,Apartment,500K-1M,Other,75,Qualified,0.6,2,True,Agent E,0.0,2025-12-30,True
LEAD-004974,2025-11-16,Partner Agency,Al Fursan,West,Townhouse,2M-3M,Pakistani,47,Won,51.6,9,True,Agent A,2473713.0,2025-12-30,False
LEAD-004975,2024-05-19,Website,Al Rimal,East,Duplex,2M-3M,American,75,Lost,8.5,16,False,Agent B,0.0,2024-06-26,False
LEAD-004976,2024-09-14,Social Media,Sedra,North,Villa,1M-2M,Saudi,50,Proposal Sent,9.7,11,False,Agent B,0.0,2025-12-29,True
LEAD-004977,2025-07-26,Social Media,Al Jawharah,East,Apartment,3M-5M,Saudi,42,Lost,6.7,11,True,Agent D,0.0,2025-08-11,False
LEAD-004978,2025-04-03,Website,Al Ahlam,Central,Villa,500K-1M,Jordanian,68,Negotiation,9.2,11,True,Agent D,0.0,2025-12-27,True
LEAD-004979,2025-01-18,Exhibition,Al Jawharah,East,Townhouse,3M-5M,UAE,56,Site Visit,2.1,7,False,Agent D,0.0,2025-12-22,False
LEAD-004980,2024-01-08,Social Media,Al Yasmin,Central,Villa,2M-3M,Jordanian,40,Site Visit,17.1,4,True,Agent C,0.0,2025-12-30,False
LEAD-004981,2025-04-18,Website,Dar Al Salam,West,Villa,3M-5M,Saudi,17,Contacted,11.5,4,True,Agent F,0.0,2025-12-27,True
LEAD-004982,2024-11-13,Walk-in,Al Nargis,Central,Villa,500K-1M,UAE,100,Negotiation,4.1,8,True,Agent E,0.0,2025-12-20,True
LEAD-004983,2025-06-12,Website,Al Nargis,Central,Villa,1M-2M,Saudi,70,Won,18.5,13,True,Agent D,1296076.0,2025-09-11,False
LEAD-004984,2024-02-27,Call Center,Marafy,South,Townhouse,2M-3M,Indian,35,Negotiation,0.1,8,True,Agent E,0.0,2025-12-25,True
LEAD-004985,2024-10-08,Email Campaign,Al Ahlam,Central,Duplex,3M-5M,Other,26,Lost,11.8,16,True,Agent C,0.0,2025-02-28,False
LEAD-004986,2024-12-29,Social Media,Dar Al Salam,West,Villa,5M-10M,Pakistani,47,Won,8.1,16,True,Agent D,8534393.0,2025-02-23,False
LEAD-004987,2025-01-26,Walk-in,Al Yasmin,Central,Villa,2M-3M,Egyptian,78,Lost,1.3,15,False,Agent F,0.0,2025-07-02,False
LEAD-004988,2024-04-29,Referral,Al Jawharah,East,Villa,1M-2M,Saudi,49,Contacted,1.2,2,True,Agent A,0.0,2025-12-20,True
LEAD-004989,2025-12-22,Call Center,Al Jawharah,East,Villa,500K-1M,Saudi,55,Won,1.2,13,True,Agent D,783682.0,2025-12-29,False
LEAD-004990,2025-04-04,Referral,Al Jawharah,East,Villa,3M-5M,Saudi,64,Contacted,26.3,1,False,Agent C,0.0,2025-12-22,True
LEAD-004991,2025-10-24,Exhibition,Al Rimal,East,Townhouse,5M-10M,Other,82,Proposal Sent,13.0,11,True,Agent E,0.0,2025-12-28,True
LEAD-004992,2024-01-05,Website,Dar Al Salam,West,Apartment,3M-5M,American,37,Lost,12.6,16,True,Agent A,0.0,2024-05-31,False
LEAD-004993,2024-02-17,Referral,Warefa,North,Townhouse,10M+,Egyptian,100,Proposal Sent,2.6,10,False,Agent D,0.0,2025-12-25,True
LEAD-004994,2024-10-09,Referral,Warefa,North,Villa,500K-1M,Saudi,54,Contacted,16.0,2,False,Agent B,0.0,2025-12-19,True
LEAD-004995,2025-09-04,Website,Al Nargis,Central,Townhouse,3M-5M,Egyptian,26,Contacted,10.5,1,True,Agent F,0.0,2025-12-30,False
LEAD-004996,2024-08-28,Website,Alarous,North,Apartment,1M-2M,Saudi,62,New,6.3,1,False,Agent E,0.0,2025-12-22,True
LEAD-004997,2024-09-09,Email Campaign,Dar Al Salam,West,Penthouse,2M-3M,Indian,69,Lost,4.2,13,False,Agent F,0.0,2025-01-29,False
LEAD-004998,2024-02-15,Referral,Al Bayan,South,Villa,1M-2M,Egyptian,74,Proposal Sent,14.0,13,True,Agent F,0.0,2025-12-25,True
LEAD-004999,2024-11-10,Website,Al Yasmin,Central,Townhouse,1M-2M,American,24,New,1.3,1,False,Agent D,0.0,2025-12-27,False
LEAD-005000,2024-07-07,Social Media,Alarous,North,Villa,3M-5M,Saudi,49,New,6.0,1,True,Agent C,0.0,2025-12-28,False
LEAD-005001,2024-03-22,Website,Al Yasmin,Central,Townhouse,1M-2M,UAE,48,Qualified,2.4,7,True,Agent D,0.0,2025-12-23,True
LEAD-005002,2024-02-25,Website,Al Yasmin,Central,Townhouse,1M-2M,British,55,Site Visit,12.0,5,True,Agent D,0.0,2025-12-19,True
LEAD-005003,2025-09-11,Exhibition,Al Rimal,East,Villa,5M-10M,Saudi,88,Won,6.6,14,False,Agent F,6797374.0,2025-09-30,False
LEAD-005004,2025-11-05,Partner Agency,Al Rimal,East,Apartment,5M-10M,Saudi,53,Lost,3.0,12,True,Agent A,0.0,2025-12-04,False
LEAD-005005,2025-02-17,Social Media,Marafy,South,Apartment,10M+,Saudi,47,New,0.8,1,False,Agent A,0.0,2025-12-18,False
LEAD-005006,2024-05-05,Walk-in,Marafy,South,Villa,2M-3M,Indian,52,Lost,1.1,14,True,Agent B,0.0,2024-08-23,False
LEAD-005007,2025-12-14,Walk-in,Alarous,North,Duplex,1M-2M,UAE,63,Qualified,6.0,4,True,Agent E,0.0,2025-12-24,False
LEAD-005008,2025-02-04,Email Campaign,Al Yasmin,Central,Townhouse,2M-3M,Saudi,54,Qualified,2.9,4,False,Agent E,0.0,2025-12-20,True
LEAD-005009,2024-01-29,Referral,Sedra,North,Penthouse,10M+,Jordanian,66,Contacted,7.7,1,True,Agent C,0.0,2025-12-26,False
LEAD-005010,2024-08-05,Website,Al Nargis,Central,Apartment,2M-3M,American,56,Negotiation,18.0,10,True,Agent D,0.0,2025-12-21,True
LEAD-005011,2025-02-05,Referral,Alarous,North,Apartment,3M-5M,UAE,45,Qualified,11.2,1,False,Agent A,0.0,2025-12-29,True
LEAD-005012,2025-05-02,Partner Agency,Alarous,North,Villa,500K-1M,Saudi,33,Lost,10.1,12,True,Agent B,0.0,2025-05-13,False
LEAD-005013,2025-09-12,Social Media,Dar Al Salam,West,Villa,3M-5M,Jordanian,5,Site Visit,9.3,6,True,Agent B,0.0,2025-12-18,False
LEAD-005014,2025-04-02,Social Media,Marafy,South,Townhouse,10M+,UAE,74,Proposal Sent,1.5,12,False,Agent A,0.0,2025-12-24,False
LEAD-005015,2025-08-31,Call Center,Dar Al Salam,West,Penthouse,10M+,Saudi,68,Won,9.3,12,True,Agent B,12852178.0,2025-11-14,False
LEAD-005016,2024-01-20,Website,Al Nargis,Central,Villa,10M+,Jordanian,66,Site Visit,4.2,9,True,Agent E,0.0,2025-12-19,True
LEAD-005017,2025-03-19,Email Campaign,Dar Al Salam,West,Townhouse,1M-2M,UAE,47,Qualified,11.9,7,True,Agent F,0.0,2025-12-24,True
LEAD-005018,2025-09-27,Website,Al Nargis,Central,Townhouse,2M-3M,Saudi,73,Negotiation,24.7,7,False,Agent F,0.0,2025-12-26,True
LEAD-005019,2025-01-17,Website,Marafy,South,Penthouse,2M-3M,Saudi,38,Won,10.0,13,False,Agent C,2490971.0,2025-07-11,False
LEAD-005020,2024-08-19,Walk-in,Al Fursan,West,Apartment,2M-3M,American,62,Negotiation,1.2,4,True,Agent B,0.0,2025-12-19,True
LEAD-005021,2025-10-27,Exhibition,Al Bayan,South,Villa,3M-5M,Saudi,89,New,22.3,1,True,Agent E,0.0,2025-12-27,False
LEAD-005022,2025-11-15,Email Campaign,Al Yasmin,Central,Penthouse,3M-5M,Saudi,44,Site Visit,11.4,8,True,Agent B,0.0,2025-12-21,True
LEAD-005023,2025-01-14,Call Center,Sedra,North,Townhouse,3M-5M,Jordanian,42,New,2.7,1,False,Agent E,0.0,2025-12-30,True
LEAD-005024,2024-11-28,Website,Sedra,North,Townhouse,3M-5M,Egyptian,51,New,36.8,2,True,Agent E,0.0,2025-12-18,True
LEAD-005025,2024-07-05,Partner Agency,Al Rimal,East,Villa,1M-2M,Jordanian,55,Site Visit,4.0,7,True,Agent B,0.0,2025-12-22,True
LEAD-005026,2025-05-11,Referral,Sedra,North,Villa,3M-5M,Saudi,57,Qualified,21.3,1,True,Agent A,0.0,2025-12-24,True
LEAD-005027,2025-08-08,Social Media,Al Yasmin,Central,Apartment,1M-2M,Saudi,55,Contacted,5.2,4,False,Agent F,0.0,2025-12-19,True
LEAD-005028,2025-12-11,Website,Al Yasmin,Central,Villa,1M-2M,Indian,42,Site Visit,58.3,8,True,Agent A,0.0,2025-12-24,True
LEAD-005029,2024-01-12,Referral,Al Bayan,South,Penthouse,1M-2M,UAE,100,Proposal Sent,0.5,9,False,Agent D,0.0,2025-12-30,True
LEAD-005030,2024-10-08,Exhibition,Dar Al Salam,West,Apartment,500K-1M,UAE,56,Negotiation,9.2,10,False,Agent F,0.0,2025-12-30,True
LEAD-005031,2025-01-02,Website,Al Jawharah,East,Apartment,3M-5M,Saudi,44,Site Visit,5.6,5,True,Agent B,0.0,2025-12-24,False
LEAD-005032,2024-09-25,Social Media,Al Fursan,West,Duplex,2M-3M,Saudi,34,Negotiation,7.1,5,False,Agent E,0.0,2025-12-18,True
LEAD-005033,2024-11-20,Referral,Dar Al Salam,West,Duplex,1M-2M,UAE,47,Qualified,24.5,2,True,Agent D,0.0,2025-12-25,True
LEAD-005034,2025-07-11,Website,Dar Al Salam,West,Villa,2M-3M,Saudi,52,Won,4.7,12,False,Agent F,2220969.0,2025-10-30,False
LEAD-005035,2024-06-26,Website,Marafy,South,Penthouse,5M-10M,Saudi,55,New,15.6,1,True,Agent A,0.0,2025-12-21,True
LEAD-005036,2025-09-26,Website,Al Rimal,East,Villa,500K-1M,Indian,47,Lost,20.9,11,True,Agent F,0.0,2025-10-17,False
LEAD-005037,2024-01-18,Exhibition,Marafy,South,Villa,2M-3M,Pakistani,52,Lost,24.6,9,False,Agent D,0.0,2024-07-05,False
LEAD-005038,2024-11-24,Website,Al Jawharah,East,Apartment,2M-3M,Egyptian,61,Won,32.2,14,False,Agent E,2270206.0,2025-03-29,False
LEAD-005039,2024-07-31,Call Center,Al Jawharah,East,Apartment,500K-1M,British,49,Qualified,0.2,8,True,Agent C,0.0,2025-12-31,True
LEAD-005040,2024-02-12,Website,Al Ahlam,Central,Villa,1M-2M,UAE,48,New,1.9,2,True,Agent F,0.0,2025-12-21,True
LEAD-005041,2024-05-27,Social Media,Al Rimal,East,Townhouse,5M-10M,Indian,48,Contacted,24.1,5,False,Agent A,0.0,2025-12-27,False
LEAD-005042,2024-08-25,Social Media,Al Nargis,Central,Villa,3M-5M,UAE,41,New,12.1,5,False,Agent B,0.0,2025-12-29,False
LEAD-005043,2024-08-25,Social Media,Al Ahlam,Central,Townhouse,1M-2M,Egyptian,69,Lost,23.8,16,False,Agent B,0.0,2024-09-24,False
LEAD-005044,2024-07-19,Website,Al Rimal,East,Villa,3M-5M,Indian,62,Negotiation,0.9,8,True,Agent C,0.0,2025-12-24,False
LEAD-005045,2024-02-09,Website,Al Rimal,East,Apartment,5M-10M,Saudi,79,Won,26.7,13,True,Agent E,7589340.0,2024-03-20,False
LEAD-005046,2024-03-30,Walk-in,Al Ahlam,Central,Apartment,500K-1M,Indian,80,Won,1.5,13,False,Agent D,744059.0,2024-05-19,False
LEAD-005047,2024-05-19,Website,Al Ahlam,Central,Townhouse,500K-1M,Saudi,44,Contacted,6.9,1,False,Agent B,0.0,2025-12-25,True
LEAD-005048,2024-08-11,Exhibition,Al Bayan,South,Duplex,2M-3M,Pakistani,25,Contacted,17.1,5,True,Agent B,0.0,2025-12-18,True
